id,Country,Place Name,region,lon,lat,coordinates,bounding_box,admin_level,Est. Population,Total (t CO2),CO2 per capita,airports,buildings,ets,farms,fuelstations,harbours,refineries,tiox,trains,restaurants,pubs,bars_cafes,biergarten,fast_foods,food_courts,ice_cream,churches,museums,castles,artworks,theatres,monuments,amphitheatres,gyms,swimming_pools,sports_halls,tennis_fields,padel_fields,soccer_fields,sport_shops,stadiums,spa,markets,supermarkets,clothes_shops,electronics_shops,jewelry_shops,parks,picnic_areas,rivers,lakes,trails
420,'italy','Ciconio',' Piemonte',45.329915,7.7594925,ST_GeogFromText('POINT(7.7594925 45.329915)'),"'(7.749492500000001, 45.319915, 7.7694925, 45.339915)'",8,348.160016221856,1846,5.30215967942649,0,1813,0,33,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
421,'italy','Cigliano',' Piemonte',45.3094496,8.0209788,ST_GeogFromText('POINT(8.0209788 45.3094496)'),"'(8.0109788, 45.2994496, 8.0309788, 45.3194496)'",8,4472.38363443054,29608,6.62018342345758,0,592,0,0,29016,0,0,0,0,4,0,6,0,2,0,2,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0
422,'italy','Cigliè',' Piemonte',44.4364482,7.926757,ST_GeogFromText('POINT(7.926757 44.4364482)'),"'(7.9167570000000005, 44.4264482, 7.936757, 44.4464482)'",8,172.806949013844,3626,20.9829524836383,0,3626,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
423,'italy','Cinaglio',' Piemonte',44.975249,8.100033,ST_GeogFromText('POINT(8.100033 44.975249)'),"'(8.090033, 44.965249, 8.110033, 44.985248999999996)'",8,461.101580012823,70,0.151810366813433,0,37,0,33,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,'italy','Cintano',' Piemonte',45.428556,7.688115,ST_GeogFromText('POINT(7.688115 45.428556)'),"'(7.678115, 45.418556, 7.698115, 45.438556)'",8,309.219429336837,440,1.4229377531148,0,407,0,33,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,'italy','Cinzano',' Piemonte',45.0946102,7.9239642,ST_GeogFromText('POINT(7.9239642 45.0946102)'),"'(7.913964200000001, 45.0846102, 7.9339642, 45.104610199999996)'",8,374.077406166703,333,0.890190090367559,0,333,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,'italy','Cipressa',' Liguria',43.8510162,7.9309503,ST_GeogFromText('POINT(7.9309503 43.8510162)'),"'(7.9209503, 43.8410162, 7.9409503, 43.861016199999995)'",8,1258.60528271162,12173,9.67181702413777,0,12173,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,2,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
427,'italy','Ciriè',' Piemonte',45.2352767,7.6003081,ST_GeogFromText('POINT(7.6003081 45.2352767)'),"'(7.590308100000001, 45.2252767, 7.6103081, 45.2452767)'",8,18086.1362214215,74400,4.11364810533052,0,2072,32081,297,39897,0,0,0,53,6,0,13,0,0,0,2,9,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,2,0,0,0,3,1,1,0,0
428,'italy','Cisano sul Neva',' Liguria',44.0864021,8.1474179,ST_GeogFromText('POINT(8.1474179 44.0864021)'),"'(8.1374179, 44.0764021, 8.1574179, 44.0964021)'",8,2024.12682014205,23956,11.8352268057586,0,13468,0,3234,7254,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
429,'italy','Cissone',' Piemonte',44.563139,8.030439,ST_GeogFromText('POINT(8.030439 44.563139)'),"'(8.020439, 44.553139, 8.040439, 44.573139)'",8,75.9457677513128,4736,62.360288666884,0,3515,0,1221,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,'italy','Cisterna d'Asti',' Piemonte',44.8250069,8.0046185,ST_GeogFromText('POINT(8.0046185 44.8250069)'),"'(7.9946185, 44.8150069, 8.0146185, 44.835006899999996)'",8,1300.54841513975,703,0.540541199248209,0,703,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
431,'italy','Civezza',' Liguria',43.8798564,7.9513674,ST_GeogFromText('POINT(7.9513674 43.8798564)'),"'(7.9413674, 43.8698564, 7.961367399999999, 43.8898564)'",8,719.053354514763,6393,8.89085623460331,0,6327,0,66,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0
432,'italy','Civiasco',' Piemonte',45.8081897,8.2941165,ST_GeogFromText('POINT(8.2941165 45.8081897)'),"'(8.2841165, 45.7981897, 8.3041165, 45.8181897)'",8,263.568639449921,4477,16.9860876064151,0,4477,0,0,0,0,0,0,0,1,0,1,0,0,0,0,13,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
433,'italy','Clavesana',' Piemonte',44.4819388,7.9120786,ST_GeogFromText('POINT(7.9120786 44.4819388)'),"'(7.9020786, 44.471938800000004, 7.9220786, 44.4919388)'",8,903.043759906257,11458,12.6882001833327,0,11359,0,99,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5
434,'italy','Claviere',' Piemonte',44.9387991,6.7502942,ST_GeogFromText('POINT(6.7502942 44.9387991)'),"'(6.7402942, 44.9287991, 6.7602942, 44.948799099999995)'",8,176.596895724535,1073,6.07598449337253,0,1073,0,0,0,0,0,0,0,3,1,1,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
435,'italy','Coassolo Torinese',' Piemonte',45.2975828,7.4604581,ST_GeogFromText('POINT(7.4604581 45.2975828)'),"'(7.4504581000000005, 45.2875828, 7.4704581, 45.3075828)'",8,1583.70603263428,11997,7.57526949622377,0,10545,0,1452,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
436,'italy','Coazze',' Piemonte',45.0521938,7.2979015,ST_GeogFromText('POINT(7.2979015 45.0521938)'),"'(7.2879015, 45.0421938, 7.3079015, 45.062193799999996)'",8,3475.7557259132,19644,5.65172053189637,0,15984,0,33,3627,0,0,0,0,4,1,6,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0
437,'italy','Coazzolo',' Piemonte',44.72837,8.1453311,ST_GeogFromText('POINT(8.1453311 44.72837)'),"'(8.1353311, 44.71837, 8.1553311, 44.738369999999996)'",8,310.518293645233,1480,4.76622482568096,0,1480,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
438,'italy','Cocconato',' Piemonte',45.0874595,8.0392207,ST_GeogFromText('POINT(8.0392207 45.0874595)'),"'(8.0292207, 45.0774595, 8.0492207, 45.0974595)'",8,1554.51748631278,5403,3.47567656689125,0,1776,0,0,3627,0,0,0,0,3,0,3,0,0,1,0,3,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
439,'italy','Coggiola',' Piemonte',45.6881394,8.1762643,ST_GeogFromText('POINT(8.1762643 45.6881394)'),"'(8.1662643, 45.6781394, 8.1862643, 45.698139399999995)'",8,1972.606877671,11951,6.05848034663155,0,11951,0,0,0,0,0,0,0,2,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
440,'italy','Cogne',' Valle d'Aosta / Vallée d'Aoste',45.6087425,7.3560226,ST_GeogFromText('POINT(7.3560226 45.6087425)'),"'(7.3460226, 45.5987425, 7.3660226, 45.618742499999996)'",8,1429.4177643115,18279,12.7877241044394,0,14652,0,0,3627,0,0,0,0,13,2,8,0,1,0,2,5,7,0,2,0,1,0,1,0,0,0,0,0,5,0,0,0,3,2,0,1,1,0,3,0,0
441,'italy','Cogoleto',' Liguria',44.3893419,8.6428599,ST_GeogFromText('POINT(8.6428599 44.3893419)'),"'(8.6328599, 44.3793419, 8.6528599, 44.399341899999996)'",8,8665.56237833913,32477,3.7478236936106,0,22200,0,2970,7254,0,0,0,53,18,1,16,0,3,0,4,3,0,0,1,0,7,0,1,9,0,0,0,0,0,0,2,0,4,6,0,0,6,0,0,11,0
442,'italy','Cogorno',' Liguria',44.3330809,9.3724611,ST_GeogFromText('POINT(9.3724611 44.3330809)'),"'(9.3624611, 44.3230809, 9.3824611, 44.3430809)'",8,4988.13802022132,32930,6.60166175565024,0,21719,0,330,10881,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,'italy','Colazza',' Piemonte',45.792573,8.500326,ST_GeogFromText('POINT(8.500326 45.792573)'),"'(8.490326, 45.782573, 8.510326, 45.802572999999995)'",8,505.230078222463,2286,4.52467123106124,0,2220,0,66,0,0,0,0,0,1,0,2,0,0,0,1,4,0,0,4,0,2,0,0,23,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0
444,'italy','Collegno',' Piemonte',45.0775473,7.5724262,ST_GeogFromText('POINT(7.5724262 45.0775473)'),"'(7.5624262, 45.0675473, 7.5824262, 45.0875473)'",8,52585.0937281759,90964,1.7298438312236,0,17612,0,759,72540,0,0,0,53,9,1,9,0,2,0,1,7,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,1,18,4,1,1,0
445,'italy','Colleretto Castelnuovo',' Piemonte',45.4227551,7.6800403,ST_GeogFromText('POINT(7.6800403 45.4227551)'),"'(7.6700403, 45.412755100000005, 7.6900403, 45.4327551)'",8,391.376053151791,925,2.36345579283883,0,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,'italy','Colleretto Giacosa',' Piemonte',45.4318872,7.7995915,ST_GeogFromText('POINT(7.7995915 45.4318872)'),"'(7.7895915, 45.4218872, 7.8095915, 45.4418872)'",8,528.593042648859,4589,8.68153689084485,0,962,0,0,3627,0,0,0,0,2,0,0,0,1,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
447,'italy','Collobiano',' Piemonte',45.3966831,8.3482841,ST_GeogFromText('POINT(8.3482841 45.3966831)'),"'(8.338284100000001, 45.3866831, 8.3582841, 45.406683099999995)'",8,100.299009891314,3886,38.7441511557386,0,1147,0,2739,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0
448,'italy','Comignago',' Piemonte',45.714871,8.564029,ST_GeogFromText('POINT(8.564029 45.714871)'),"'(8.554029, 45.704871000000004, 8.574029, 45.724871)'",8,1313.69930530584,6693,5.09477318970022,0,5254,0,1386,0,0,0,0,53,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
449,'italy','Condove',' Piemonte',45.1174186,7.3094552,ST_GeogFromText('POINT(7.3094552 45.1174186)'),"'(7.299455200000001, 45.1074186, 7.3194552, 45.1274186)'",8,4883.36539322316,8638,1.76886210726465,0,8473,0,165,0,0,0,0,0,7,1,9,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,8,0
450,'italy','Coniolo',' Piemonte',45.1468515,8.371519,ST_GeogFromText('POINT(8.371519 45.1468515)'),"'(8.361519, 45.1368515, 8.381518999999999, 45.156851499999995)'",8,486.061290045196,2893,5.95192429278002,0,2035,0,858,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
451,'italy','Conzano',' Piemonte',45.0197168,8.4563691,ST_GeogFromText('POINT(8.4563691 45.0197168)'),"'(8.4463691, 45.0097168, 8.4663691, 45.029716799999996)'",8,1005.49288715608,2323,2.31030972936102,0,2257,0,66,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0
452,'italy','Coreglia Ligure',' Liguria',44.3829,9.2643137,ST_GeogFromText('POINT(9.2643137 44.3829)'),"'(9.2543137, 44.3729, 9.2743137, 44.3929)'",8,251.596753596845,4671,18.5654223801502,0,4440,0,231,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,'italy','Corio',' Piemonte',45.3134988,7.5320874,ST_GeogFromText('POINT(7.5320874 45.3134988)'),"'(7.5220874, 45.3034988, 7.5420874, 45.323498799999996)'",8,3400.24150349549,14155,4.16293959868688,0,5809,0,4719,3627,0,0,0,0,4,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
454,'italy','Corneliano d'Alba',' Piemonte',44.7359369,7.9598508,ST_GeogFromText('POINT(7.9598508 44.7359369)'),"'(7.9498508, 44.7259369, 7.9698508, 44.7459369)'",8,2149.74666725319,10911,5.07548176080738,0,10878,0,33,0,0,0,0,0,2,0,2,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,'italy','Corsione',' Piemonte',45.0009066,8.1460557,ST_GeogFromText('POINT(8.1460557 45.0009066)'),"'(8.1360557, 44.9909066, 8.1560557, 45.0109066)'",8,239.976650110882,666,2.77527000936246,0,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,'italy','Cortandone',' Piemonte',44.9589667,8.0578022,ST_GeogFromText('POINT(8.0578022 44.9589667)'),"'(8.0478022, 44.9489667, 8.0678022, 44.968966699999996)'",8,439.463011104177,1591,3.62032744462957,0,1591,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,'italy','Cortanze',' Piemonte',45.015018,8.0893796,ST_GeogFromText('POINT(8.0893796 45.015018)'),"'(8.0793796, 45.005018, 8.099379599999999, 45.025017999999996)'",8,283.804705656206,148,0.52148536317535,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,'italy','Cortazzone',' Piemonte',44.9796359,8.0616622,ST_GeogFromText('POINT(8.0616622 44.9796359)'),"'(8.0516622, 44.9696359, 8.0716622, 44.989635899999996)'",8,668.703773468267,5013,7.49659295924085,0,1221,0,165,3627,0,0,0,0,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
459,'italy','Cortemilia',' Piemonte',44.5794713,8.1933023,ST_GeogFromText('POINT(8.1933023 44.5794713)'),"'(8.1833023, 44.569471300000004, 8.203302299999999, 44.5894713)'",8,2299.51756842971,41583,18.0833582534427,0,30636,0,66,10881,0,0,0,0,7,0,4,0,0,0,0,5,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,1,0,0,1,2,0
460,'italy','Cortiglione',' Piemonte',44.8228489,8.3588889,ST_GeogFromText('POINT(8.3588889 44.8228489)'),"'(8.3488889, 44.8128489, 8.3688889, 44.832848899999995)'",8,542.338910748054,1065,1.9637167440762,0,999,0,66,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,'italy','Cosio di Arroscia',' Liguria',44.0771225,7.8330076,ST_GeogFromText('POINT(7.8330076 44.0771225)'),"'(7.8230076, 44.0671225, 7.8430076, 44.0871225)'",8,239.282925029249,5802,24.2474468217521,0,5439,0,363,0,0,0,0,0,2,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,'italy','Cossano Belbo',' Piemonte',44.6689894,8.1985786,ST_GeogFromText('POINT(8.1985786 44.6689894)'),"'(8.1885786, 44.6589894, 8.2085786, 44.6789894)'",8,1004.45752024092,24136,24.02889073319,0,19684,0,825,3627,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
463,'italy','Cossano Canavese',' Piemonte',45.387758,7.991523,ST_GeogFromText('POINT(7.991523 45.387758)'),"'(7.981523, 45.377758, 8.001523, 45.397757999999996)'",8,479.718784656608,74,0.154257040513789,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,'italy','Cossato',' Piemonte',45.5699123,8.1799881,ST_GeogFromText('POINT(8.1799881 45.5699123)'),"'(8.1699881, 45.5599123, 8.189988099999999, 45.5799123)'",8,14311.092768905,51967,3.63123912612135,0,41033,0,0,10881,0,0,0,53,6,0,5,0,0,0,1,5,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,4,1,0,0,6,0,2,0,0
465,'italy','Cosseria',' Liguria',44.3683143,8.2348661,ST_GeogFromText('POINT(8.2348661 44.3683143)'),"'(8.2248661, 44.3583143, 8.2448661, 44.3783143)'",8,1288.04272509582,15366,11.9297284947259,0,11211,0,528,3627,0,0,0,0,2,0,1,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,'italy','Cossogno',' Piemonte',45.964077,8.509623,ST_GeogFromText('POINT(8.509623 45.964077)'),"'(8.499623, 45.954077000000005, 8.519623, 45.974077)'",8,592.393724420734,6179,10.4305628930186,0,6179,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11,1,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
467,'italy','Cossombrato',' Piemonte',44.9943201,8.136651,ST_GeogFromText('POINT(8.136651 44.9943201)'),"'(8.126651, 44.984320100000005, 8.146651, 45.0043201)'",8,565.300268329731,6957,12.3067339425745,0,3330,0,0,3627,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
468,'italy','Costa Vescovato',' Piemonte',44.8164301,8.9268719,ST_GeogFromText('POINT(8.9268719 44.8164301)'),"'(8.9168719, 44.8064301, 8.9368719, 44.826430099999996)'",8,362.235449920496,3575,9.86927149395414,0,2849,0,726,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,'italy','Costanzana',' Piemonte',45.2359501,8.3698748,ST_GeogFromText('POINT(8.3698748 45.2359501)'),"'(8.3598748, 45.2259501, 8.3798748, 45.245950099999995)'",8,830.979235776467,29944,36.034594741733,0,1036,0,28908,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
470,'italy','Costarainera',' Liguria',43.855421,7.938749,ST_GeogFromText('POINT(7.938749 43.855421)'),"'(7.928749, 43.845421, 7.948748999999999, 43.865421)'",8,864.475508988544,5398,6.2442486153434,0,5365,0,33,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
471,'italy','Costigliole Saluzzo',' Piemonte',44.564534,7.485427,ST_GeogFromText('POINT(7.485427 44.564534)'),"'(7.475427, 44.554534000000004, 7.495426999999999, 44.574534)'",8,3361.93403186378,21498,6.39453356200507,0,16650,0,1221,3627,0,0,0,0,2,0,1,0,0,0,0,3,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,7,2,2,1,0
472,'italy','Costigliole d'Asti',' Piemonte',44.7864182,8.1822235,ST_GeogFromText('POINT(8.1822235 44.7864182)'),"'(8.1722235, 44.7764182, 8.192223499999999, 44.7964182)'",8,5938.96884028282,15798,2.66005773474435,0,4514,0,297,10881,0,0,0,106,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
473,'italy','Courmayeur',' Valle d'Aosta / Vallée d'Aoste',45.7874248,6.9730618,ST_GeogFromText('POINT(6.9730618 45.7874248)'),"'(6.9630618, 45.7774248, 6.9830618, 45.797424799999995)'",8,2827.46803735977,27604,9.76279824750064,0,20350,0,0,7254,0,0,0,0,12,0,9,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,4,0,2,3,0
474,'italy','Cravagliana',' Piemonte',45.8483853,8.2026904,ST_GeogFromText('POINT(8.2026904 45.8483853)'),"'(8.1926904, 45.8383853, 8.2126904, 45.858385299999995)'",8,269.3230644828,10948,40.6500647132625,0,10915,0,33,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
475,'italy','Cravanzana',' Piemonte',44.5746198,8.1261845,ST_GeogFromText('POINT(8.1261845 44.5746198)'),"'(8.116184500000001, 44.5646198, 8.1361845, 44.5846198)'",8,400.077210914314,7055,17.6340961382851,0,6956,0,99,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
476,'italy','Craveggia',' Piemonte',46.1396628,8.4907662,ST_GeogFromText('POINT(8.4907662 46.1396628)'),"'(8.4807662, 46.129662800000006, 8.5007662, 46.1496628)'",8,784.015000569411,20162,25.7163446941153,0,16502,0,33,3627,0,0,0,0,4,0,2,0,0,0,0,20,0,0,39,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
477,'italy','Cremolino',' Piemonte',44.635945,8.585249,ST_GeogFromText('POINT(8.585249 44.635945)'),"'(8.575249, 44.625945, 8.595248999999999, 44.645945)'",8,1100.57091254281,15708,14.2725923618202,0,11322,0,759,3627,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
478,'italy','Crescentino',' Piemonte',45.190454,8.099929,ST_GeogFromText('POINT(8.099929 45.190454)'),"'(8.089929, 45.180454000000005, 8.109929, 45.200454)'",8,8037.42553864747,13876,1.7264234590141,0,962,0,1980,10881,0,0,0,53,3,0,1,0,1,0,0,6,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,3,0,0,0,3,0,0,3,0
479,'italy','Cressa',' Piemonte',45.6470723,8.5081498,ST_GeogFromText('POINT(8.5081498 45.6470723)'),"'(8.4981498, 45.6370723, 8.5181498, 45.657072299999996)'",8,1502.48135369009,15496,10.3136055312379,0,7252,0,990,7254,0,0,0,0,1,0,2,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,4,0
480,'italy','Crevacuore',' Piemonte',45.686868,8.246722,ST_GeogFromText('POINT(8.246722 45.686868)'),"'(8.236722, 45.676868, 8.256722, 45.696867999999995)'",8,1505.72695511674,9843,6.53704177012416,0,6216,0,0,3627,0,0,0,0,3,1,6,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
481,'italy','Crevoladossola',' Piemonte',46.1562311,8.3037599,ST_GeogFromText('POINT(8.3037599 46.1562311)'),"'(8.2937599, 46.1462311, 8.313759899999999, 46.1662311)'",8,5464.07861380493,20581,3.76660027328347,0,16835,0,66,3627,0,0,0,53,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,9,7
482,'italy','Crissolo',' Piemonte',44.6991849,7.1576373,ST_GeogFromText('POINT(7.1576373 44.6991849)'),"'(7.1476373, 44.6891849, 7.1676373, 44.7091849)'",8,157.488643296179,7252,46.0477647671496,0,7252,0,0,0,0,0,0,0,5,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1
483,'italy','Crocefieschi',' Liguria',44.5797477,9.0239649,ST_GeogFromText('POINT(9.0239649 44.5797477)'),"'(9.0139649, 44.5697477, 9.033964899999999, 44.5897477)'",8,553.046373215504,11603,20.9801574731215,0,7844,0,132,3627,0,0,0,0,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,'italy','Crodo',' Piemonte',46.2233007,8.3239356,ST_GeogFromText('POINT(8.3239356 46.2233007)'),"'(8.3139356, 46.213300700000005, 8.3339356, 46.2333007)'",8,1444.70196621871,24459,16.9301354687139,0,17205,0,0,7254,0,0,0,0,3,0,2,0,0,0,0,6,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,9,0
485,'italy','Crova',' Piemonte',45.330659,8.210828,ST_GeogFromText('POINT(8.210828 45.330659)'),"'(8.200828, 45.320659, 8.220828, 45.340658999999995)'",8,416.466539959365,14163,34.0075339579067,0,666,0,13497,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,'italy','Cuceglio',' Piemonte',45.3594346,7.8151868,ST_GeogFromText('POINT(7.8151868 45.3594346)'),"'(7.8051868, 45.3494346, 7.8251868, 45.3694346)'",8,1031.67068200045,4152,4.02454007120675,0,2997,0,1155,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,'italy','Cumiana',' Piemonte',44.979742,7.376717,ST_GeogFromText('POINT(7.376717 44.979742)'),"'(7.366717, 44.969742000000004, 7.386717, 44.989742)'",8,8143.78080532041,43183,5.30257395579559,0,35335,0,594,7254,0,0,0,0,3,0,9,1,1,0,1,4,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,4,0,1,4,0,1,0,0
488,'italy','Cuneo',' Piemonte',44.45807035,7.558136691151624,ST_GeogFromText('POINT(7.558136691151624 44.45807035)'),"'(7.548136691151624, 44.44807035, 7.568136691151624, 44.46807035)'",8,55829.3240093611,528998,9.47527145253095,0,132793,264828,7953,123318,0,0,0,106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
